110.17 20.33 32.87385547102027
111.97 21.87 33.22210772530669
113.58 22.28 33.843934139041814
116.3 23.03 31.841593680459667
116.58 23.27 28.364478022022535
117.03 23.43 29.378660848299013
117.5 23.7 33.95590938037239
119.5 25.97 29.968892621904413
119.78 25.52 31.663151065165486
118.98 25.23 27.63419839770733
120.0 26.88 30.524081091781994
120.44 26.64 34.08626117784378
120.15 25.88 35.862888708661146
119.53 24.24 36.279763325509386
118.03 23.6 32.590878401590366
117.29 23.4 31.002949287516383
117.63 23.01 33.486653549961815
118.06 22.52 34.320816916729086
116.23 22.66 35.4798689887195
116.33 22.29 39.71425350267762
113.73 22.12 34.456422533533825
112.2 21.48 37.463455274167444
112.23 21.05 37.91367381387892
110.55 20.54 34.42721433323845
110.18 21.09 30.69077953207507
