110.17 20.33 26.404534811913653
111.97 21.87 26.68425199673535
113.58 22.28 27.183639013911126
116.3 23.03 25.57555143162036
116.58 23.27 22.78258772366615
117.03 23.43 23.597165956013885
117.5 23.7 27.273588139776425
119.5 25.97 24.071258558522118
119.78 25.52 25.43188220672221
118.98 25.23 22.196000322113704
120.0 26.88 24.517176289854937
120.44 26.64 27.37834668458634
120.15 25.88 28.805347557879998
119.53 24.24 29.1400100715429
118.03 23.6 26.177243757491553
117.29 23.4 24.901960938378654
117.63 23.01 26.896564318513356
118.06 22.52 27.566788661770953
116.23 22.66 28.49770317808475
116.33 22.29 31.898793330334865
113.73 22.12 27.67577443756019
112.2 21.48 30.090779441171545
112.23 21.05 30.452553899851388
110.55 20.54 27.652240279341594
110.18 21.09 24.65123949656076
