110.17 20.33 20.003434175978086
111.97 21.87 20.215342421769197
113.58 22.28 20.593717989764265
116.3 23.03 19.375312512607657
116.58 23.27 17.25952009339705
117.03 23.43 17.876640875768103
117.5 23.7 20.66185387882267
119.5 25.97 18.23579140018087
119.78 25.52 19.266731846966735
118.98 25.23 16.81515175917703
120.0 26.88 18.57361840140524
120.44 26.64 20.741171730747215
120.15 25.88 21.82223299839392
119.53 24.24 22.075897311212685
118.03 23.6 19.831245270826933
117.29 23.4 18.86500522826486
117.63 23.01 20.37631608653096
118.06 22.52 20.88389670827613
116.23 22.66 21.589169074306636
116.33 22.29 24.16575252298094
113.73 22.12 20.966411460220506
112.2 21.48 22.796162812181684
112.23 21.05 23.070116590796502
110.55 20.54 20.94863854299994
110.18 21.09 18.675052846190102
