tyNum,Vmax10m,Vmax100m
7004,12.34,16.29
7010,14.91,19.68
7114,14.77,19.49
7115,20.69,27.31
7122,14.34,18.92
7123,16.37,21.61
7204,15.53,20.5
7207,9.73,12.84
7209,11.29,14.91
7301,16.47,21.74
7304,17.8,23.5
7310,13.83,18.26
7315,16.1,21.25
7410,10.35,13.67
7412,15.44,20.38
7413,15.24,20.12
7420,11.24,14.83
7503,20.5,27.06
7506,13.24,17.47
7511,16.41,21.66
7613,20.94,27.64
7701,14.61,19.28
7704,15.77,20.82
7705,19.04,25.13
7707,13.37,17.64
7807,14.88,19.64
7811,11.95,15.78
7907,8.98,11.86
8004,13.41,17.7
8012,16.76,22.12
8015,12.84,16.95
8103,10.14,13.39
8104,12.05,15.91
8107,17.0,22.45
8209,18.87,24.91
8212,14.54,19.2
8304,10.95,14.45
8403,11.54,15.23
8407,15.4,20.32
8504,11.25,14.85
8510,16.42,21.68
8516,10.66,14.07
8616,14.06,18.56
8617,15.23,20.1
8705,10.44,13.77
8707,18.67,24.64
8712,17.94,23.68
8912,10.56,13.94
8918,11.53,15.22
8921,14.2,18.75
9003,10.43,13.76
9005,11.93,15.75
9006,14.92,19.7
9012,19.22,25.37
9017,12.82,16.93
9018,20.05,26.47
9110,15.54,20.52
9119,14.51,19.16
9212,12.39,16.35
9215,16.28,21.48
9216,17.17,22.67
9219,13.62,17.98
9406,20.69,27.31
9407,12.05,15.91
9413,16.06,21.2
9414,13.07,17.25
9418,18.21,24.03
9502,11.05,14.59
9504,12.1,15.97
9607,19.87,26.23
9608,19.81,26.14
9610,12.65,16.7
9714,19.16,25.29
9801,12.05,15.91
9802,16.88,22.28
9810,13.07,17.25
9905,15.11,19.95
9914,16.47,21.74
0004,11.86,15.65
0010,19.31,25.49
0102,17.75,23.43
0105,12.54,16.55
0108,16.25,21.45
0116,12.02,15.87
0119,13.73,18.12
0208,15.1,19.93
0216,11.39,15.04
0309,14.05,18.55
0407,13.67,18.05
0418,17.53,23.14
0425,11.23,14.82
0505,17.55,23.17
0510,7.51,9.92
0513,19.9,26.27
0519,18.31,24.17
0601,13.2,17.43
0604,17.0,22.44
0605,18.62,24.58
0608,12.18,16.07
0609,11.6,15.31
0708,12.36,16.32
0709,18.36,24.24
0713,15.58,20.57
0716,15.69,20.71
0807,14.34,18.93
0808,18.28,24.14
0813,13.87,18.31
0815,13.26,17.5
0903,16.5,21.79
0908,15.47,20.42
1006,14.4,19.01
1008,12.68,16.74
1010,19.61,25.89
1011,13.74,18.14
1013,13.85,18.28
1103,10.43,13.77
1111,14.36,18.96
1205,14.75,19.47
1209,16.89,22.3
1307,18.37,24.25
1308,14.42,19.04
1312,18.01,23.77
1323,13.45,17.75
1407,12.95,17.1
1410,18.09,23.88
1513,20.69,27.31
1521,16.19,21.36
1601,14.76,19.48
1614,16.85,22.24
1617,18.23,24.06
1709,16.79,22.17
1710,17.23,22.74
1808,15.32,20.22
