tyNum,Vmax10m,Vmax100m
7003,12.73,16.81
7004,13.92,18.37
7005,13.91,18.36
7011,15.37,20.29
7012,17.27,22.8
7013,17.63,23.27
7108,20.02,26.43
7109,18.44,24.34
7114,23.5,31.02
7118,20.28,26.77
7125,19.62,25.9
7202,21.62,28.54
7210,19.61,25.88
7220,27.74,36.62
7304,21.94,28.96
7307,25.43,33.57
7310,19.25,25.41
7311,20.05,26.46
7312,14.93,19.7
7313,24.86,32.81
7314,13.75,18.14
7405,20.18,26.64
7406,23.67,31.24
7411,25.86,34.13
7419,24.88,32.84
7421,17.41,22.98
7422,21.17,27.94
7423,15.02,19.83
7424,18.8,24.82
7427,22.8,30.1
7506,23.3,30.76
7510,14.27,18.84
7513,28.9,38.15
7514,20.74,27.38
7515,27.33,36.07
7610,27.22,35.94
7614,23.47,30.98
7616,16.08,21.22
7619,26.09,34.44
7702,17.08,22.55
7703,19.29,25.47
7712,22.88,30.2
7807,30.2,39.86
7809,16.56,21.86
7812,24.27,32.03
7818,16.6,21.91
7820,20.15,26.59
7905,19.49,25.72
7908,21.04,27.77
7907,17.24,22.75
7913,16.94,22.36
7914,15.56,20.54
8008,15.29,20.18
8007,27.58,36.4
8011,16.08,21.23
8014,18.53,24.46
8103,14.77,19.49
8106,23.52,31.05
8107,18.24,24.08
8111,15.16,20.01
8205,20.33,26.84
8208,19.73,26.04
8217,19.9,26.27
8302,17.33,22.87
8303,15.56,20.55
8309,19.69,25.99
8311,20.13,26.58
8314,22.72,29.99
8402,23.23,30.67
8404,22.18,29.27
8408,20.1,26.53
8410,16.04,21.17
8503,18.73,24.72
8515,29.72,39.23
8517,20.39,26.91
8518,16.63,21.95
8604,18.15,23.96
8609,16.54,21.83
8613,9.56,12.62
8616,21.8,28.77
8621,25.48,33.63
8625,20.26,26.74
8702,21.19,27.97
8721,20.02,26.42
8804,18.93,24.99
8819,17.4,22.97
8903,25.93,34.22
8907,19.25,25.41
8908,29.64,39.12
8926,16.78,22.15
9004,20.19,26.66
9108,21.41,28.26
9111,29.58,39.04
9116,16.96,22.39
9205,18.66,24.63
9206,23.09,30.48
9207,25.78,34.03
9215,16.04,21.18
9302,28.81,38.03
9309,26.26,34.67
9316,21.7,28.64
9318,27.35,36.1
9323,18.29,24.15
9403,19.78,26.11
9404,22.73,30.01
9405,20.65,27.26
9411,13.22,17.45
9419,22.7,29.96
9424,19.65,25.93
9505,15.31,20.21
9506,18.91,24.96
9511,14.34,18.93
9515,27.84,36.75
9610,17.71,23.38
9615,26.43,34.88
9618,21.82,28.81
9710,22.07,29.13
9713,24.43,32.25
9803,21.79,28.76
9902,16.15,21.31
9903,23.77,31.38
9905,17.8,23.5
9908,16.58,21.88
9910,18.92,24.97
9913,14.03,18.52
0016,16.36,21.59
0021,14.75,19.47
0103,24.6,32.47
0104,17.8,23.49
0107,24.53,32.38
0114,19.76,26.09
0212,14.64,19.33
0214,17.05,22.51
0218,22.82,30.12
0308,17.84,23.55
0307,33.07,43.65
0312,20.97,27.68
0313,20.07,26.49
0409,14.64,19.32
0418,15.99,21.11
0508,16.54,21.84
0518,16.14,21.3
0602,17.56,23.18
0606,23.94,31.6
0609,14.02,18.51
0707,23.43,30.93
0714,18.18,23.99
0801,19.89,26.25
0806,17.09,22.56
0809,25.87,34.15
0812,18.08,23.86
0814,36.56,48.26
0817,13.79,18.21
0905,19.2,25.34
0906,19.61,25.88
0907,23.45,30.96
0913,24.25,32.01
0915,21.62,28.54
0917,17.32,22.87
1003,22.94,30.28
1006,14.66,19.35
1104,19.78,26.12
1108,19.3,25.48
1117,18.59,24.53
1205,16.56,21.86
1206,21.71,28.66
1208,20.21,26.68
1213,23.73,31.32
1305,20.14,26.58
1306,18.0,23.76
1309,17.21,22.72
1311,31.54,41.63
1319,13.15,17.36
1329,17.4,22.97
1409,11.56,15.26
1415,21.93,28.95
1510,16.97,22.4
1522,22.88,30.21
1603,14.93,19.7
1604,18.08,23.86
1608,19.06,25.16
1702,17.55,23.17
1707,18.69,24.67
1713,20.85,27.52
1714,18.26,24.11
1720,30.09,39.72
1804,18.84,24.87
1809,21.95,28.97
1816,21.53,28.42
1822,24.36,32.16
1823,20.93,27.63
