tyNum,Vmax10m,Vmax100m
7003,14.78,19.51
7004,16.35,21.58
7010,15.37,20.29
7011,16.32,21.54
7114,17.23,22.74
7115,16.06,21.21
7122,12.24,16.16
7204,18.4,24.29
7301,17.47,23.06
7304,20.95,27.65
7310,11.25,14.85
7315,17.21,22.72
7412,13.82,18.25
7417,13.14,17.34
7419,12.61,16.65
7426,16.86,22.26
7427,12.76,16.84
7503,11.71,15.45
7506,16.31,21.53
7511,19.29,25.47
7514,17.91,23.64
7613,9.91,13.08
7616,17.88,23.6
7701,18.37,24.25
7705,15.91,21.01
7707,20.11,26.54
7807,16.89,22.3
7811,12.24,16.16
7908,16.21,21.4
7907,19.08,25.19
7913,13.06,17.24
8004,17.34,22.89
8006,19.52,25.77
8009,16.71,22.05
8015,18.51,24.43
8107,13.48,17.79
8116,21.43,28.28
8205,16.13,21.3
8209,12.86,16.97
8212,17.61,23.24
8304,15.42,20.36
8309,13.33,17.59
8402,16.63,21.95
8408,15.75,20.79
8411,21.48,28.36
8504,18.64,24.6
8510,12.66,16.71
8516,12.45,16.43
8607,21.02,27.74
8616,24.35,32.14
8712,11.99,15.83
8719,11.93,15.75
8805,22.63,29.87
8817,19.64,25.92
8819,14.04,18.54
9003,13.79,18.21
9006,21.34,28.17
9009,16.64,21.96
9012,15.66,20.67
9018,17.03,22.48
9107,22.79,30.09
9108,13.75,18.15
9110,11.68,15.42
9116,17.31,22.85
9119,23.78,31.39
9212,17.37,22.93
9215,17.09,22.56
9315,21.69,28.63
9406,13.14,17.35
9407,13.19,17.41
9413,14.45,19.07
9502,14.8,19.54
9504,21.93,28.95
9505,15.79,20.84
9509,22.44,29.61
9607,13.13,17.34
9610,13.59,17.93
9710,14.56,19.22
9801,11.41,15.07
9810,20.16,26.61
9902,13.73,18.12
9903,20.62,27.22
9905,15.74,20.77
9908,15.47,20.42
9909,16.1,21.25
9910,14.45,19.07
9913,13.93,18.38
9914,17.61,23.25
0010,15.07,19.89
0013,17.78,23.47
0102,9.19,12.13
0104,14.22,18.77
0105,13.4,17.69
0116,18.95,25.01
0208,13.41,17.7
0212,19.01,25.09
0309,13.82,18.25
0313,22.76,30.05
0409,15.04,19.85
0411,14.2,18.74
0418,17.27,22.8
0510,18.15,23.96
0513,12.12,15.99
0519,15.56,20.54
0601,26.47,34.94
0605,17.18,22.67
0609,13.3,17.56
0707,18.02,23.79
0708,9.01,11.89
0709,13.11,17.31
0806,13.99,18.46
0812,15.05,19.87
0903,16.44,21.7
0904,15.91,21.01
0906,17.43,23.01
1006,15.83,20.9
1008,14.9,19.67
1010,15.22,20.09
1011,21.43,28.29
1013,17.77,23.45
1103,15.28,20.17
1111,13.35,17.62
1205,17.25,22.77
1206,14.5,19.13
1214,17.54,23.15
1308,16.23,21.43
1319,20.0,26.39
1407,17.07,22.53
1510,23.73,31.33
1521,12.07,15.93
1601,14.13,18.65
1604,17.66,23.31
1608,14.5,19.14
1614,13.04,17.21
1617,15.65,20.65
1619,14.89,19.65
1622,19.21,25.35
1702,16.13,21.29
1707,15.09,19.92
1709,12.34,16.29
1713,15.31,20.21
1716,17.98,23.73
1804,12.81,16.91
1806,14.75,19.47
1826,12.78,16.87
