26
13.3
19
12
11.7
20
12.7
14
12.3
14.3
14
13.7
10
9.3
8.7
10.3
12.7
7
5.3
5
21
14.3
16.5
17.1
17.2
16.3
11.5
10.1
20.6
15.7
21.7

