29
18.3
22.5
19
19.3
24
21
22
22
25
16
23.3
15.7
15.7
25
23
21
16
15.3
20.7
15.7
16.3
13.3
18
14.7
15
17.3
16.3
16.7
17.3
17.7
11
9.1
14.1
17.2
14.5
15.8
15.4
17.2
13.3
10.4
11.4
16.7
12
15.7

