15
24
18
27
21
28
18.3
22
12.7
20
14
15
26
19.3
22
12.7
13.7
13
21.7
14
16.7
14
15.6
9.6
13.3
14.7
10.1
11
8.4
8.7
13.1
14.2
18
12.7
17.7
24.5
19
34.6
26.1
16.9
19
18.7
31.1
19.4
17.9

