23.3
24.3
22
17
16
10
18
18
11.3
29.7
13
25.3
21
16
11
19
8.3
10
11
10.3
17.3
18.3
11.3
14.6
15.3
21.6
14.5
14
9.8
9.7
9.9
8.3
15.7
11.1
20.3
11.2
13.5
11.9
15.8
13
19.6
10.7
14.8
33.2
12.7

