tyNum,Vmax10m,Vmax100m
7004,12.01,15.86
7010,17.22,22.72
7114,15.22,20.1
7115,17.17,22.66
7122,15.84,20.91
7123,20.53,27.1
7204,14.57,19.24
7207,15.04,19.86
7209,15.59,20.58
7301,15.04,19.86
7304,16.74,22.1
7310,14.46,19.09
7315,10.57,13.96
7410,14.02,18.51
7412,16.57,21.87
7413,15.81,20.87
7420,13.04,17.21
7503,17.37,22.93
7506,14.23,18.78
7513,15.41,20.34
7613,20.68,27.3
7701,14.94,19.73
7704,16.69,22.03
7705,20.13,26.57
7707,15.11,19.95
7803,9.0,11.88
7811,14.68,19.38
8004,14.6,19.27
8012,17.74,23.42
8103,13.07,17.25
8104,13.58,17.93
8107,13.9,18.35
8108,13.52,17.85
8209,20.18,26.64
8212,12.77,16.85
8304,7.7,10.17
8403,16.26,21.47
8407,13.97,18.44
8504,13.43,17.73
8506,10.07,13.29
8510,23.14,30.54
8519,10.2,13.47
8605,18.39,24.27
8616,11.79,15.56
8617,16.24,21.43
8705,14.64,19.32
8707,17.31,22.84
8712,15.87,20.95
8912,12.57,16.6
8918,13.29,17.54
8921,18.29,24.14
9003,12.83,16.94
9005,14.92,19.69
9006,15.79,20.84
9012,20.01,26.41
9017,15.23,20.11
9018,15.74,20.78
9110,16.79,22.16
9215,17.97,23.73
9216,19.71,26.02
9219,16.1,21.25
9406,14.71,19.42
9413,13.95,18.42
9414,12.84,16.95
9417,12.9,17.03
9418,22.56,29.78
9430,13.27,17.52
9504,14.62,19.29
9607,12.51,16.52
9608,22.66,29.91
9610,13.65,18.02
9714,17.81,23.51
9801,11.8,15.58
9802,14.61,19.28
9810,12.86,16.98
9905,14.05,18.54
9914,13.38,17.66
0004,13.87,18.31
0010,13.14,17.34
0102,17.23,22.74
0105,13.61,17.97
0108,17.9,23.62
0116,12.1,15.97
0119,14.32,18.9
0208,16.25,21.45
0216,15.46,20.41
0309,12.93,17.07
0311,14.85,19.6
0407,15.55,20.52
0414,16.32,21.54
0418,18.56,24.5
0421,13.6,17.95
0425,13.59,17.94
0505,20.37,26.89
0513,19.0,25.08
0519,15.36,20.27
0601,15.8,20.85
0604,21.51,28.39
0605,14.67,19.36
0608,17.85,23.56
0708,10.65,14.06
0709,18.22,24.05
0713,15.42,20.35
0716,17.57,23.19
0807,15.8,20.85
0808,15.99,21.11
0813,16.9,22.31
0815,16.01,21.13
0903,14.16,18.7
0908,20.88,27.56
1008,14.67,19.37
1010,18.51,24.43
1011,13.65,18.01
1013,12.29,16.22
1111,14.33,18.91
1205,15.38,20.3
1209,17.94,23.67
1307,20.28,26.76
1308,13.59,17.94
1312,22.51,29.72
1315,12.28,16.21
1323,16.38,21.62
1407,14.27,18.84
1410,16.29,21.5
1416,13.97,18.43
1513,16.34,21.57
1521,20.41,26.94
1601,15.24,20.12
1614,13.17,17.39
1617,16.84,22.23
1709,17.87,23.59
1710,17.39,22.96
1808,18.82,24.85
