tyNum,Vmax10m,Vmax100m
7003,13.35,17.62
7004,18.64,24.61
7005,19.0,25.08
7012,8.75,11.55
7013,15.7,20.72
7108,21.38,28.23
7109,17.63,23.28
7114,19.73,26.04
7118,20.44,26.99
7125,13.03,17.2
7202,19.79,26.13
7210,15.06,19.88
7220,20.31,26.81
7304,18.08,23.86
7307,24.04,31.74
7310,18.73,24.72
7311,18.47,24.38
7312,13.77,18.18
7313,20.44,26.98
7405,18.51,24.43
7406,15.68,20.7
7411,25.86,34.14
7419,23.84,31.47
7421,13.9,18.35
7422,21.66,28.59
7424,16.88,22.28
7427,21.63,28.55
7506,20.35,26.87
7513,28.61,37.76
7514,20.3,26.79
7515,22.07,29.13
7610,24.62,32.5
7614,19.04,25.13
7616,18.22,24.06
7619,25.32,33.42
7702,19.21,25.36
7712,18.81,24.83
7807,26.2,34.58
7812,24.03,31.73
7818,21.66,28.59
7820,17.44,23.02
7905,18.91,24.96
7908,23.14,30.55
7907,21.11,27.87
7913,17.58,23.2
8008,17.26,22.79
8007,16.91,22.32
8011,16.5,21.78
8014,14.31,18.89
8106,21.11,27.86
8107,17.65,23.3
8205,19.63,25.91
8208,19.54,25.79
8217,16.54,21.84
8302,16.03,21.16
8309,17.75,23.43
8311,16.74,22.1
8314,24.36,32.15
8402,27.72,36.59
8404,22.45,29.63
8408,20.21,26.68
8410,16.41,21.66
8515,24.07,31.77
8517,19.55,25.81
8604,20.22,26.69
8607,18.2,24.02
8609,16.52,21.8
8616,15.91,21.0
8621,22.51,29.72
8625,15.21,20.08
8702,21.81,28.79
8721,14.74,19.46
8804,17.74,23.42
8819,14.97,19.76
8903,20.75,27.39
8907,17.01,22.45
8908,24.06,31.75
9004,19.87,26.23
9018,13.47,17.78
9108,23.6,31.15
9111,22.19,29.29
9116,14.54,19.19
9206,17.94,23.68
9207,20.36,26.88
9215,17.28,22.81
9302,28.72,37.91
9309,27.32,36.06
9316,18.47,24.38
9318,25.78,34.03
9323,18.85,24.89
9403,18.67,24.65
9404,17.55,23.17
9405,19.74,26.06
9411,15.27,20.15
9419,18.33,24.2
9424,13.83,18.25
9505,13.59,17.94
9506,17.57,23.19
9509,21.16,27.93
9511,18.31,24.17
9515,22.02,29.07
9516,13.29,17.54
9615,23.37,30.85
9618,18.46,24.36
9710,19.16,25.29
9713,20.41,26.94
9803,22.86,30.17
9902,13.79,18.21
9903,23.43,30.93
9905,15.0,19.8
9908,16.4,21.64
9910,20.3,26.8
9913,14.89,19.66
0103,18.97,25.04
0104,20.18,26.64
0107,26.8,35.37
0114,18.11,23.9
0214,23.05,30.42
0218,19.38,25.59
0220,13.13,17.33
0307,24.03,31.72
0312,21.53,28.42
0313,19.9,26.27
0409,13.53,17.86
0418,24.74,32.65
0602,17.31,22.85
0605,13.5,17.83
0606,23.36,30.83
0609,13.72,18.12
0707,23.98,31.65
0714,17.36,22.92
0801,20.21,26.68
0806,16.42,21.68
0809,18.99,25.07
0812,18.86,24.89
0814,23.3,30.76
0817,14.36,18.96
0904,15.13,19.97
0905,18.78,24.79
0906,18.16,23.97
0907,24.0,31.68
0913,17.01,22.45
0915,22.48,29.67
1003,20.91,27.6
1006,14.1,18.61
1011,12.81,16.91
1104,19.82,26.16
1117,16.16,21.33
1205,15.28,20.17
1206,17.67,23.32
1208,28.96,38.23
1213,22.87,30.18
1305,15.43,20.37
1306,19.98,26.37
1309,18.58,24.52
1311,30.36,40.07
1319,19.13,25.25
1409,12.76,16.84
1415,15.48,20.43
1510,13.99,18.47
1522,19.19,25.33
1604,19.41,25.63
1608,20.26,26.74
1702,14.55,19.21
1707,18.09,23.88
1713,25.3,33.39
1714,20.1,26.54
1720,23.43,30.93
1804,18.92,24.98
1809,18.14,23.94
1816,22.66,29.91
1822,25.57,33.76
1823,21.49,28.37
