tyNum,Vmax10m,Vmax100m
7004,16.46,21.72
7010,17.27,22.8
7114,13.38,17.66
7115,12.72,16.78
7122,12.23,16.14
7123,24.56,32.42
7204,10.54,13.91
7207,18.33,24.2
7209,22.36,29.52
7301,17.61,23.24
7304,21.85,28.84
7310,12.87,16.98
7410,11.9,15.7
7412,15.88,20.96
7413,17.54,23.15
7420,13.01,17.18
7503,13.81,18.22
7504,17.98,23.73
7506,14.07,18.58
7513,7.89,10.42
7613,15.96,21.07
7701,14.35,18.95
7704,17.92,23.65
7705,16.24,21.43
7707,19.89,26.26
7811,18.86,24.9
8004,11.1,14.66
8012,19.5,25.73
8103,18.65,24.62
8104,21.26,28.07
8107,18.14,23.94
8108,17.62,23.26
8209,18.48,24.4
8403,21.62,28.54
8407,16.34,21.57
8504,16.69,22.03
8506,17.86,23.57
8510,19.38,25.58
8519,14.56,19.22
8605,14.37,18.97
8617,15.06,19.88
8705,16.21,21.39
8707,23.29,30.74
8712,14.61,19.29
8909,14.98,19.78
8912,13.65,18.02
8918,14.25,18.81
8921,21.15,27.91
8923,17.36,22.91
9005,24.88,32.84
9006,16.57,21.87
9012,20.16,26.61
9015,14.62,19.29
9017,16.53,21.82
9110,17.07,22.54
9215,12.39,16.36
9216,18.92,24.98
9219,18.38,24.26
9406,12.92,17.06
9414,16.59,21.89
9417,21.04,27.77
9418,16.15,21.32
9430,12.5,16.5
9507,14.14,18.67
9607,17.18,22.68
9608,18.8,24.81
9610,13.41,17.71
9711,14.58,19.25
9714,20.47,27.02
9801,12.33,16.28
9802,15.85,20.92
9905,13.8,18.21
9914,11.68,15.42
0004,21.37,28.21
0010,14.0,18.47
0102,22.61,29.84
0105,10.84,14.31
0108,19.37,25.56
0116,13.43,17.73
0119,13.93,18.39
0208,15.07,19.89
0216,21.79,28.76
0311,16.3,21.52
0407,20.11,26.54
0414,18.21,24.03
0418,19.71,26.02
0421,15.35,20.26
0425,15.73,20.76
0505,20.43,26.97
0509,16.5,21.79
0513,18.36,24.24
0515,14.75,19.47
0601,13.39,17.68
0604,24.68,32.57
0608,26.7,35.24
0709,15.89,20.97
0713,27.62,36.46
0716,23.9,31.55
0807,21.29,28.1
0808,19.27,25.44
0813,18.79,24.81
0815,19.12,25.23
0903,15.12,19.96
0908,23.51,31.03
1008,16.37,21.6
1010,18.0,23.76
1111,14.45,19.07
1205,11.29,14.9
1209,22.46,29.65
1307,22.58,29.8
1312,21.09,27.83
1315,14.51,19.15
1323,24.84,32.78
1407,15.47,20.42
1410,17.95,23.7
1416,17.01,22.46
1513,16.72,22.07
1521,17.79,23.49
1601,14.54,19.2
1616,11.24,14.83
1617,15.05,19.86
1709,18.93,24.99
1710,20.14,26.58
1808,29.4,38.8
1814,17.77,23.45
