tyNum,Vmax10m,Vmax100m
7003,16.57,21.88
7004,25.48,33.64
7010,16.05,21.18
7114,21.04,27.77
7115,20.7,27.32
7122,16.69,22.03
7204,21.96,28.99
7301,24.61,32.48
7304,14.67,19.36
7310,18.64,24.6
7315,24.57,32.43
7412,18.82,24.84
7417,14.97,19.76
7419,14.39,19.0
7420,13.31,17.57
7426,19.67,25.96
7503,19.46,25.69
7506,18.26,24.1
7511,23.48,30.99
7514,20.73,27.36
7607,20.16,26.61
7616,15.73,20.76
7701,20.4,26.93
7704,14.65,19.34
7707,20.46,27.01
7710,15.89,20.97
7801,11.51,15.19
7807,17.46,23.04
7905,16.94,22.36
7908,24.28,32.05
7907,25.57,33.75
7913,12.89,17.02
8004,20.6,27.19
8006,22.6,29.83
8009,19.58,25.84
8015,24.79,32.72
8103,20.88,27.56
8111,15.04,19.86
8116,22.49,29.69
8205,16.11,21.27
8209,19.34,25.53
8212,17.53,23.14
8304,26.49,34.97
8309,15.64,20.64
8402,23.55,31.09
8408,15.03,19.84
8411,20.7,27.32
8504,18.91,24.96
8516,16.35,21.58
8604,15.29,20.18
8607,21.93,28.95
8616,28.53,37.65
8712,21.43,28.29
8719,17.47,23.06
8802,17.95,23.69
8805,17.9,23.63
8817,24.01,31.69
9003,23.85,31.48
9006,28.22,37.25
9009,23.57,31.11
9012,18.37,24.24
9018,20.29,26.79
9107,27.16,35.86
9108,15.86,20.93
9110,16.09,21.24
9116,16.67,22.0
9119,28.48,37.6
9212,22.34,29.49
9215,18.75,24.75
9309,19.45,25.67
9315,32.73,43.21
9403,15.24,20.12
9406,17.1,22.57
9407,15.11,19.94
9413,16.2,21.39
9424,16.14,21.31
9502,22.17,29.27
9504,18.76,24.76
9509,23.7,31.29
9514,17.61,23.24
9607,15.45,20.39
9610,17.33,22.88
9624,15.37,20.29
9801,15.28,20.17
9810,24.64,32.53
9903,20.6,27.2
9905,21.94,28.96
9908,15.68,20.69
9909,21.37,28.21
9910,16.24,21.43
9913,13.58,17.92
9914,26.82,35.4
0010,17.28,22.81
0013,21.6,28.51
0021,17.94,23.68
0102,21.32,28.14
0104,19.67,25.96
0105,16.98,22.42
0107,17.85,23.56
0116,23.76,31.36
0119,16.08,21.23
0204,17.62,23.26
0208,20.72,27.35
0212,18.37,24.24
0305,14.57,19.23
0309,18.16,23.97
0313,30.9,40.79
0409,18.17,23.98
0411,16.98,22.41
0418,20.1,26.53
0421,21.65,28.58
0428,20.97,27.68
0510,22.33,29.47
0518,15.72,20.75
0519,19.83,26.18
0601,23.05,30.43
0605,19.35,25.54
0609,15.41,20.34
0707,25.15,33.2
0708,14.87,19.63
0709,16.38,21.62
0812,16.4,21.64
0814,7.1,9.37
0903,24.22,31.97
0906,23.65,31.21
1006,20.97,27.68
1010,23.19,30.61
1011,23.19,30.61
1013,27.56,36.38
1103,16.62,21.94
1104,11.66,15.39
1111,17.47,23.06
1205,20.95,27.65
1206,18.02,23.79
1214,24.22,31.97
1308,18.69,24.67
1319,26.08,34.43
1406,8.42,11.12
1407,20.8,27.46
1416,22.23,29.34
1510,29.41,38.83
1513,15.15,19.99
1521,14.92,19.7
1601,20.53,27.1
1604,22.36,29.51
1608,15.83,20.9
1614,19.77,26.1
1617,16.77,22.13
1619,17.59,23.22
1622,12.75,16.83
1707,17.59,23.21
1710,15.07,19.9
1713,21.62,28.54
1716,19.06,25.15
1717,16.0,21.12
1804,11.84,15.62
1806,18.79,24.8
1823,15.99,21.1
1826,15.21,20.08
