tyNum,Vmax10m,Vmax100m
7003,17.72,23.39
7004,20.4,26.93
7010,16.68,22.02
7011,22.21,29.32
7012,15.01,19.81
7108,15.95,21.05
7114,20.37,26.88
7115,16.13,21.29
7118,15.24,20.12
7122,13.24,17.48
7204,20.39,26.92
7301,18.26,24.11
7304,18.88,24.92
7310,15.7,20.73
7315,14.45,19.08
7417,13.36,17.64
7419,13.68,18.05
7426,17.95,23.69
7427,11.53,15.22
7506,17.42,23.0
7511,18.93,24.98
7514,21.4,28.25
7607,11.38,15.02
7616,17.73,23.41
7701,20.06,26.48
7705,16.79,22.17
7707,12.9,17.03
7807,18.51,24.43
7908,26.61,35.13
7907,21.38,28.22
7913,15.72,20.75
8004,23.53,31.06
8006,20.52,27.09
8009,20.01,26.42
8015,18.94,25.0
8107,14.47,19.1
8111,14.77,19.49
8116,28.95,38.22
8205,16.29,21.5
8212,16.63,21.95
8304,18.01,23.77
8309,16.1,21.26
8402,19.22,25.36
8408,18.94,25.0
8411,22.37,29.53
8504,22.74,30.02
8510,15.37,20.29
8516,13.05,17.22
8607,24.62,32.5
8616,23.37,30.85
8712,12.28,16.2
8719,14.41,19.02
8805,26.61,35.12
8817,24.11,31.83
8819,16.22,21.41
9003,13.81,18.23
9006,20.92,27.62
9009,21.35,28.19
9012,15.76,20.81
9018,18.46,24.36
9107,27.72,36.59
9108,16.92,22.34
9110,12.29,16.22
9116,21.84,28.83
9119,22.85,30.16
9206,13.59,17.94
9212,18.84,24.87
9215,19.4,25.61
9315,23.18,30.6
9407,15.19,20.05
9413,16.26,21.47
9502,9.93,13.11
9504,20.34,26.85
9505,19.56,25.82
9509,21.76,28.72
9607,11.43,15.08
9610,20.96,27.66
9615,14.34,18.92
9710,17.72,23.38
9801,13.37,17.65
9810,20.59,27.17
9902,16.24,21.44
9903,20.99,27.7
9905,19.81,26.15
9908,18.27,24.12
9909,16.42,21.67
9910,17.86,23.58
9913,16.24,21.44
9914,16.79,22.17
0010,15.91,21.01
0013,21.75,28.71
0021,11.93,15.75
0102,18.23,24.07
0104,19.05,25.15
0107,14.56,19.22
0116,17.87,23.59
0208,19.4,25.6
0212,21.59,28.5
0309,14.82,19.56
0313,28.59,37.74
0409,17.32,22.87
0411,12.85,16.96
0418,20.51,27.08
0510,24.17,31.91
0519,15.85,20.92
0601,28.22,37.25
0605,17.53,23.14
0609,15.49,20.45
0707,20.78,27.44
0806,16.86,22.25
0812,18.16,23.97
0814,16.57,21.88
0903,17.78,23.46
0904,19.06,25.15
0906,25.98,34.29
1006,19.79,26.12
1010,16.6,21.91
1011,20.51,27.07
1013,17.88,23.6
1103,17.07,22.53
1205,19.51,25.75
1206,14.36,18.95
1214,18.89,24.94
1308,17.38,22.95
1319,26.79,35.36
1407,20.72,27.35
1510,28.27,37.31
1604,21.71,28.66
1608,17.44,23.02
1614,13.59,17.94
1617,16.41,21.66
1619,17.72,23.39
1622,23.77,31.38
1702,17.19,22.69
1707,14.63,19.31
1709,13.72,18.11
1713,18.08,23.87
1714,16.1,21.25
1716,19.09,25.2
1804,14.39,19.0
1806,21.62,28.54
1822,11.57,15.28
1823,13.95,18.42
1826,15.04,19.86
