tyNum,Vmax10m,Vmax100m
7003,19.37,25.57
7004,18.64,24.61
7005,16.35,21.58
7010,15.27,20.15
7011,20.82,27.48
7012,16.76,22.12
7108,24.77,32.7
7114,28.18,37.2
7118,22.51,29.72
7202,15.14,19.99
7204,16.86,22.26
7220,18.92,24.98
7304,25.67,33.88
7307,15.43,20.37
7310,18.2,24.03
7312,13.44,17.74
7313,16.47,21.75
7405,21.28,28.09
7411,18.21,24.04
7419,21.39,28.23
7421,15.48,20.43
7422,21.06,27.79
7424,18.74,24.74
7426,15.49,20.45
7427,19.62,25.9
7506,21.59,28.5
7511,14.49,19.13
7513,20.32,26.82
7514,26.42,34.87
7515,19.07,25.17
7610,22.23,29.35
7614,23.82,31.44
7616,19.0,25.08
7619,22.4,29.57
7712,21.96,28.99
7807,23.48,30.99
7812,16.06,21.2
7820,17.18,22.67
7905,18.9,24.95
7908,31.37,41.41
7907,19.09,25.19
7913,17.44,23.01
8004,17.81,23.51
8008,16.79,22.17
8009,17.3,22.84
8011,15.26,20.14
8106,22.43,29.61
8107,15.45,20.39
8116,19.02,25.1
8205,18.88,24.93
8208,13.07,17.25
8309,26.26,34.67
8314,21.31,28.14
8402,23.78,31.39
8404,19.92,26.3
8408,21.41,28.26
8411,16.14,21.3
8504,19.57,25.84
8515,20.58,27.16
8604,15.71,20.73
8607,23.19,30.61
8616,21.55,28.45
8621,21.67,28.6
8625,16.7,22.04
8702,18.27,24.12
8721,16.0,21.12
8804,19.63,25.91
8805,17.83,23.54
8817,16.54,21.84
8819,17.89,23.61
8903,26.2,34.58
8908,20.65,27.26
8926,15.14,19.99
9009,16.98,22.42
9012,14.17,18.71
9018,14.37,18.97
9107,18.6,24.56
9108,24.74,32.66
9111,18.71,24.7
9116,20.93,27.63
9206,20.17,26.62
9207,15.01,19.81
9212,12.4,16.37
9215,17.94,23.67
9302,19.62,25.9
9309,19.81,26.15
9315,15.92,21.02
9316,28.01,36.97
9318,22.45,29.64
9323,18.08,23.87
9403,15.56,20.55
9404,15.17,20.02
9405,16.8,22.17
9419,17.48,23.08
9424,18.95,25.01
9505,23.72,31.31
9509,20.9,27.59
9515,17.67,23.32
9610,13.93,18.39
9615,17.69,23.35
9710,27.59,36.42
9713,17.33,22.87
9803,17.86,23.57
9902,18.77,24.77
9903,24.87,32.83
9905,19.3,25.47
9908,22.68,29.94
9909,13.36,17.64
9910,24.76,32.68
9913,16.8,22.17
0013,18.5,24.42
0021,12.03,15.88
0104,23.51,31.03
0107,20.75,27.4
0116,18.26,24.11
0204,15.48,20.43
0212,17.85,23.56
0218,21.73,28.69
0307,22.86,30.17
0313,24.16,31.89
0409,17.57,23.19
0411,14.0,18.48
0418,18.41,24.3
0601,12.38,16.34
0606,18.45,24.35
0609,15.22,20.09
0707,18.75,24.74
0714,12.13,16.02
0801,18.54,24.47
0806,20.9,27.59
0809,21.11,27.87
0812,25.29,33.38
0814,14.78,19.5
0904,17.64,23.29
0905,13.69,18.07
0906,24.14,31.86
0907,24.05,31.75
0915,26.37,34.8
1006,16.43,21.69
1011,16.91,22.32
1104,17.75,23.43
1205,16.38,21.62
1206,22.12,29.2
1208,30.11,39.75
1213,18.51,24.43
1311,17.88,23.6
1319,27.02,35.67
1329,17.62,23.26
1510,20.25,26.72
1604,22.8,30.1
1608,18.88,24.92
1619,14.42,19.03
1622,18.77,24.77
1702,22.06,29.12
1707,18.3,24.16
1713,30.73,40.57
1714,25.34,33.44
1716,17.06,22.52
1720,19.67,25.96
1804,18.94,25.0
1816,20.4,26.93
1822,29.26,38.62
1823,19.02,25.11
