tyNum,Vmax10m,Vmax100m
7003,17.71,23.38
7004,21.68,28.62
7010,18.74,24.73
7011,16.9,22.3
7114,17.89,23.61
7115,21.03,27.76
7122,19.15,25.27
7204,22.77,30.05
7301,26.83,35.42
7304,21.69,28.63
7310,17.19,22.69
7315,22.44,29.62
7412,21.25,28.05
7426,19.18,25.32
7503,20.48,27.04
7506,18.11,23.9
7511,22.83,30.13
7514,18.42,24.32
7613,20.82,27.48
7616,17.73,23.4
7701,20.11,26.55
7704,18.73,24.72
7705,22.61,29.85
7707,16.34,21.57
7807,22.08,29.15
7811,15.56,20.54
7908,17.23,22.75
7907,24.16,31.89
8004,23.36,30.83
8006,25.11,33.15
8009,18.46,24.37
8012,15.48,20.44
8015,32.19,42.49
8107,19.6,25.87
8116,22.23,29.35
8205,19.23,25.39
8209,21.39,28.24
8212,17.23,22.74
8304,28.21,37.24
8402,15.63,20.63
8408,18.11,23.9
8411,24.94,32.93
8504,18.37,24.24
8510,21.15,27.92
8516,13.4,17.68
8607,18.95,25.01
8616,29.89,39.46
8712,21.7,28.65
8805,23.72,31.3
8817,21.64,28.57
8819,15.09,19.92
9003,15.6,20.59
9006,30.09,39.71
9009,18.52,24.45
9012,23.55,31.08
9018,24.1,31.81
9107,33.19,43.8
9110,17.43,23.01
9116,17.07,22.54
9119,27.74,36.61
9212,24.41,32.22
9215,26.34,34.77
9216,17.44,23.02
9315,25.35,33.47
9406,24.21,31.95
9407,18.53,24.47
9413,25.99,34.31
9418,9.75,12.88
9502,18.14,23.94
9504,29.43,38.85
9509,21.41,28.25
9607,26.23,34.62
9608,16.92,22.33
9610,18.73,24.72
9801,16.11,21.27
9802,18.3,24.16
9810,25.12,33.16
9903,26.53,35.02
9905,22.28,29.41
9909,23.23,30.66
9914,28.25,37.29
0010,24.77,32.7
0013,18.52,24.45
0102,18.35,24.22
0104,19.08,25.18
0105,18.12,23.92
0116,26.09,34.43
0119,16.86,22.26
0208,19.99,26.38
0212,21.72,28.67
0309,19.65,25.94
0313,21.53,28.41
0411,22.36,29.51
0418,25.07,33.1
0428,16.08,21.23
0510,22.41,29.58
0513,19.7,26.0
0519,22.34,29.48
0601,30.27,39.96
0605,25.69,33.9
0609,19.41,25.62
0707,23.95,31.62
0708,15.51,20.48
0709,19.97,26.36
0808,19.55,25.81
0903,25.76,34.0
0906,20.59,27.18
1006,20.31,26.81
1008,14.58,19.25
1010,23.07,30.45
1011,22.46,29.65
1013,31.12,41.07
1103,21.08,27.82
1111,20.13,26.57
1205,21.02,27.74
1214,23.49,31.01
1308,18.84,24.86
1319,19.39,25.6
1407,21.45,28.32
1410,15.7,20.73
1510,25.19,33.25
1513,19.79,26.13
1521,18.79,24.8
1601,20.63,27.23
1604,20.51,27.08
1608,16.25,21.45
1614,25.97,34.28
1617,22.28,29.41
1619,18.08,23.86
1622,18.95,25.01
1702,18.96,25.03
1707,15.15,20.0
1709,18.96,25.03
1716,20.05,26.47
1717,14.61,19.29
1804,18.34,24.21
1806,16.79,22.17
